Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	7	7.865168539325842	0.008214395888051016	SCAF4, ESRP1, RBM6, NXF1, TNRC6B, LARP4B, DAZAP1	86	348	16881	3.9483761026463515	0.8302432565728404	0.17884484023362546	9.932209780923774
UP_SEQ_FEATURE	compositionally biased region:Poly-Ala	7	7.865168539325842	0.008248908332348563	KDM6A, SCAF4, MAP3K1, BTBD7, RB1, ARID1B, NCOR1	88	404	20063	3.9502981548154814	0.976340006979945	0.31229614122737115	11.093666405347037
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	6	6.741573033707865	0.008312636278260274	MED23, BCL9L, NFATC4, ARID1A, RB1, ARID1B	86	248	16881	4.748968492123031	0.8338204527671261	0.16428584692960657	10.045290395016659
UP_SEQ_FEATURE	sequence variant	66	74.15730337078652	0.00848827316028102	KDM6A, SCAF4, GRIK2, RBM6, TTK, CDKN2A, SIN3A, XYLT2, ROBO2, KDM5C, STAG2, SLC22A9, CNTN6, TP53, HLA-A, DIEXF, RB1, ARID1B, GCC2, EIF2AK1, ESRP1, SRGAP3, MGA, ZFPM1, KMT2D, ADAMTSL4, TFE3, BMPR2, CTNND1, GON4L, SYCP2, TCF7L2, STAU2, WT1, PKD1L2, DAZAP1, FBXW7, MAP3K1, RTKN2, WAC, ZNF750, NFATC4, USP35, TNRC6B, RASA1, ASXL2, SCLT1, ZC3H13, ZMYM4, ZC3H18, FAM111B, NF1, MAP2K4, BRCA2, YTHDC2, TET2, IWS1, ATRX, RPS6KA3, HDAC2, PHF14, BCORL1, PTCH1, MIS18BP1, SETD2, RNF111	88	12443	20063	1.2092943823836695	0.9787856127024596	0.2955089187401415	11.397799420419197
INTERPRO	IPR008936:Rho GTPase activation protein	4	4.49438202247191	0.008704608394509506	NF1, SRGAP3, ARHGAP35, RASA1	87	91	18559	9.376784135404826	0.8695874702265972	0.3346290068016958	10.623922658051189
UP_SEQ_FEATURE	zinc finger region:PHD-type 1	3	3.3707865168539324	0.008994578322093804	KMT2D, PHF14, KDM5C	88	33	20063	20.72623966942149	0.9831590816100593	0.28846355829037995	12.037918906210344
INTERPRO	IPR021906:Protein of unknown function DUF3518	2	2.247191011235955	0.00924651650347708	ARID1A, ARID1B	87	2	18559	213.32183908045977	0.8851881639866901	0.3028421685451157	11.249581705156409
UP_KEYWORDS	Zinc	19	21.34831460674157	0.009691169534136625	ASXL2, KMT2D, ZC3H13, KDM6A, ZNF292, ZC3H18, ZMYM4, TRIM17, TP53, ADNP, TET2, WT1, ATRX, PHF14, MAP3K1, ZNF750, ZFPM1, KDM5C, RNF111	89	2348	20581	1.8712506938728632	0.746684433566906	0.057953683915909604	10.867599831192864
UP_SEQ_FEATURE	compositionally biased region:Poly-Pro	7	7.865168539325842	0.009983831027340673	SCAF4, RBM6, GON4L, RB1, ARID1B, NCOR1, RASA1	88	421	20063	3.790784927661412	0.9892770574397809	0.294518400746024	13.276239773804722
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3	3.3707865168539324	0.010228216080726256	USP28, TP53, BRCA2	84	31	16792	19.345622119815665	0.9998330185163771	0.40047952677679166	14.697877595302556
GOTERM_CC_DIRECT	GO:0016605~PML body	4	4.49438202247191	0.01049174179108214	ATRX, TP53, RB1, TCF7L2	85	98	18224	8.751020408163265	0.7592190543656555	0.14632739227141112	11.631261153435812
KEGG_PATHWAY	hsa05200:Pathways in cancer	7	7.865168539325842	0.01151333739141499	CDKN2A, HDAC2, TP53, BRCA2, PTCH1, RB1, TCF7L2	35	393	6879	3.500763358778626	0.6593678076738749	0.11277914189849081	11.906662336832419
GOTERM_CC_DIRECT	GO:0005694~chromosome	4	4.49438202247191	0.012637889474397162	PDS5B, POLQ, SETD2, STAG2	85	105	18224	8.167619047619047	0.82039362480507	0.15776715310215927	13.852316598500636
UP_KEYWORDS	Li-Fraumeni syndrome	2	2.247191011235955	0.012773214113318273	CDKN2A, TP53	89	3	20581	154.16479400749066	0.8367748126435699	0.07274439828695167	14.090122939058636
GOTERM_BP_DIRECT	GO:0007507~heart development	5	5.617977528089887	0.012863133770851479	NF1, NFATC4, ZFPM1, MBD2, WT1	84	183	16792	5.461878740567265	0.9999824911988502	0.4558276547315089	18.142469183380438
UP_SEQ_FEATURE	short sequence motif:LXXLL	2	2.247191011235955	0.012953334424759603	ARID1A, ARID1B	88	3	20063	151.99242424242425	0.9972417479707193	0.3435704259765342	16.896746292489894
UP_SEQ_FEATURE	region of interest:Interaction with AXIN1	2	2.247191011235955	0.012953334424759603	TP53, RNF111	88	3	20063	151.99242424242425	0.9972417479707193	0.3435704259765342	16.896746292489894
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	35	39.325842696629216	0.013078875253905805	TFE3, BMPR2, CTNND1, TTK, ARHGAP35, TCF7L2, WT1, LARP1, DAZAP1, FBXW7, SIN3A, CDKN2A, MAP3K1, RMND5B, NFATC4, RASA1, ZMYM4, MAP2K4, NF1, TP53, ADNP, BRCA2, NXF1, ARID1B, MBD2, LARP4B, USP28, RPS6KA3, HDAC2, EIF2AK1, BCORL1, SRGAP3, MGA, ZFPM1, RNF111	85	5222	18224	1.4369973190348524	0.8309052683427386	0.14919505192903548	14.302321168279807
BIOCARTA	h_tcrPathway:T Cell Receptor Signaling Pathway	4	4.49438202247191	0.013261107119974374	MAP3K1, MAP2K4, NFATC4, RASA1	20	44	1625	7.386363636363637	0.632575181806432	0.632575181806432	13.073472362755423
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	7	7.865168539325842	0.013625730017331349	CDKN2A, PDS5B, EIF2AK1, TP53, PBRM1, RB1, WT1	84	396	16792	3.5336700336700333	0.9999908944164628	0.4571242909097357	19.114854603203135
INTERPRO	IPR003822:Paired amphipathic helix	2	2.247191011235955	0.013838034506609084	SIN3A, GON4L	87	3	18559	142.21455938697318	0.9611006886089101	0.371126737430844	16.390906777186864
UP_KEYWORDS	Biological rhythms	4	4.49438202247191	0.016504474634652773	SIN3A, HDAC2, TP53, KDM5C	89	125	20581	7.39991011235955	0.9043011418747363	0.08959157046388355	17.84861015384639
UP_SEQ_FEATURE	repeat:PAH 2	2	2.247191011235955	0.017234144988156782	SIN3A, GON4L	88	4	20063	113.99431818181819	0.9996132532366838	0.40776357809666186	21.869363922102213
UP_SEQ_FEATURE	repeat:PAH 1	2	2.247191011235955	0.017234144988156782	SIN3A, GON4L	88	4	20063	113.99431818181819	0.9996132532366838	0.40776357809666186	21.869363922102213
KEGG_PATHWAY	hsa05219:Bladder cancer	3	3.3707865168539324	0.017237765106414924	CDKN2A, TP53, RB1	35	41	6879	14.381184668989548	0.8015245878934762	0.1493112857371337	17.333485263330704
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	5	5.617977528089887	0.017646699884699607	CDKN2A, HDAC2, TP53, HLA-A, RB1	35	205	6879	4.793728222996515	0.8090600140407018	0.13974542757116182	17.709280182139096
INTERPRO	IPR008967:p53-like transcription factor, DNA-binding	3	3.3707865168539324	0.01770035926377524	TP53, MGA, NFATC4	87	44	18559	14.544670846394984	0.9844099124635572	0.4055626776700765	20.501498106373962
BIOCARTA	h_arfPathway:Tumor Suppressor Arf Inhibits Ribosomal Biogenesis	3	3.3707865168539324	0.01773141408718873	CDKN2A, TP53, RB1	20	18	1625	13.541666666666668	0.7386219418651923	0.48874853727856415	17.118768085598923
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	4	4.49438202247191	0.01869122004296579	SIN3A, HDAC2, TP53, NCOR1	35	115	6879	6.836273291925465	0.8270467745391438	0.13603916509366176	18.662117478858132
GOTERM_BP_DIRECT	GO:1904837~beta-catenin-TCF complex assembly	3	3.3707865168539324	0.019118674218536684	KMT2D, BCL9L, TCF7L2	84	43	16792	13.946843853820596	0.9999999191778133	0.5580465486220672	25.806232949932696
GOTERM_BP_DIRECT	GO:0006344~maintenance of chromatin silencing	2	2.247191011235955	0.019626953036441987	HDAC2, ARID1A	84	4	16792	99.95238095238095	0.9999999478693707	0.5500182470640154	26.39849426187505
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	5	5.617977528089887	0.01965845696402861	USP28, FBXW7, TP53, WAC, POLQ	84	208	16792	4.80540293040293	0.9999999492675201	0.5339611788157678	26.435057627803072
BIOCARTA	h_tidPathway:Chaperones modulate interferon Signaling Pathway	3	3.3707865168539324	0.01968005006025115	TP53, RB1, WT1	20	19	1625	12.828947368421051	0.7747897976535716	0.39159045300551076	18.8282098542189
INTERPRO	IPR011989:Armadillo-like helical	5	5.617977528089887	0.020625551999947637	PDS5B, NF1, CTNND1, ARID1A, ARID1B	87	225	18559	4.740485312899105	0.9922185024544096	0.4169931101333345	23.489792390351482
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	4	4.49438202247191	0.022090144917301293	CDKN2A, BMPR2, TP53, WT1	84	121	16792	6.6084218811491535	0.9999999937941093	0.560290957719975	29.206560345693678
UP_SEQ_FEATURE	compositionally biased region:Gly-rich	5	5.617977528089887	0.02403768764144075	ASXL2, PTCH1, YTHDC2, ARID1B, MBD2	88	252	20063	4.523584054834055	0.9999832606961703	0.497097740343576	29.20672721681543
KEGG_PATHWAY	hsa04360:Axon guidance	4	4.49438202247191	0.02424664831694768	SRGAP3, ROBO2, NFATC4, RASA1	35	127	6879	6.190326209223847	0.8979942126900399	0.16104170928546602	23.563571583981414
GOTERM_BP_DIRECT	GO:0032876~negative regulation of DNA endoreduplication	2	2.247191011235955	0.024473924855475334	FBXW7, STAG2	84	5	16792	79.96190476190476	0.9999999992127832	0.58248642527966	31.828412697877063
GOTERM_CC_DIRECT	GO:0017053~transcriptional repressor complex	3	3.3707865168539324	0.026624110501935666	SIN3A, ZFPM1, NCOR1	85	55	18224	11.694545454545453	0.9738254684608326	0.26182968482507296	27.120563832565793
UP_KEYWORDS	Serine/threonine-protein kinase	6	6.741573033707865	0.026708638078599148	RPS6KA3, EIF2AK1, MAP3K1, MAP2K4, BMPR2, TTK	89	393	20581	3.530491465820396	0.9780090229317575	0.1365440747956539	27.37195124793579
GOTERM_BP_DIRECT	GO:0032880~regulation of protein localization	3	3.3707865168539324	0.027285385664133566	FBXW7, TRIM17, PTCH1	84	52	16792	11.532967032967031	0.9999999999315012	0.6078724828145731	34.80388138589806
INTERPRO	IPR011011:Zinc finger, FYVE/PHD-type	4	4.49438202247191	0.027800928657746304	ATRX, KMT2D, PHF14, KDM5C	87	141	18559	6.051683378169072	0.9985973088998357	0.4815627429954418	30.38676512717833
INTERPRO	IPR009071:High mobility group (HMG) box domain	3	3.3707865168539324	0.028730518331646016	KMT2D, PBRM1, TCF7L2	87	57	18559	11.22746521476104	0.998877567824922	0.46069712308362976	31.237059592951955
KEGG_PATHWAY	hsa05217:Basal cell carcinoma	3	3.3707865168539324	0.028906412180619314	TP53, PTCH1, TCF7L2	35	54	6879	10.91904761904762	0.9346446656098815	0.17704286060441976	27.46611380555837
GOTERM_BP_DIRECT	GO:0006281~DNA repair	5	5.617977528089887	0.029107887157840035	ATRX, USP28, PDS5B, POLQ, ASTE1	84	235	16792	4.253292806484295	0.9999999999859834	0.6175600961803549	36.66732677265363
GOTERM_MF_DIRECT	GO:0004702~receptor signaling protein serine/threonine kinase activity	3	3.3707865168539324	0.029250021610531196	MAP3K1, MAP2K4, BMPR2	86	53	16881	11.110794207985958	0.9983092135713517	0.4402319990336371	31.3734458834236
GOTERM_BP_DIRECT	GO:0010793~regulation of mRNA export from nucleus	2	2.247191011235955	0.029297220514648732	SETD2, IWS1	84	6	16792	66.63492063492063	0.9999999999881153	0.6061145913915937	36.858030287588626
UP_SEQ_FEATURE	domain:HTH La-type RNA-binding	2	2.247191011235955	0.029966767400563515	LARP4B, LARP1	88	7	20063	65.1396103896104	0.999998934510609	0.5546726579789873	35.07330099798062
UP_SEQ_FEATURE	compositionally biased region:Poly-Gln	4	4.49438202247191	0.030407936918317783	ATRX, SCAF4, ARID1A, NCOR1	88	156	20063	5.845862470862471	0.9999991325361164	0.5394930499677718	35.49123156823237
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	3	3.3707865168539324	0.03091846239016629	CDKN2A, TP53, RB1	35	56	6879	10.52908163265306	0.9461098076475066	0.1769352878801228	29.09451745713514
INTERPRO	IPR006630:RNA-binding protein Lupus La	2	2.247191011235955	0.03199473156826952	LARP4B, LARP1	87	7	18559	60.949096880131364	0.9994877181244679	0.4681460170868882	34.147550894553355
INTERPRO	IPR017441:Protein kinase, ATP binding site	6	6.741573033707865	0.032015560439106486	RPS6KA3, EIF2AK1, MAP3K1, MAP2K4, BMPR2, TTK	87	381	18559	3.359399040637162	0.9994902800668507	0.4418925539660721	34.16575227276169
GOTERM_BP_DIRECT	GO:0032091~negative regulation of protein binding	3	3.3707865168539324	0.032326459518897684	ADNP, NFATC4, ZFPM1	84	57	16792	10.521303258145362	0.9999999999991555	0.6294832182688845	39.83708585531595
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	4	4.49438202247191	0.032716930864499796	CDKN2A, TP53, RB1, TCF7L2	84	141	16792	5.671057075312395	0.9999999999993997	0.6210662938456724	40.21137687090294
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	6	6.741573033707865	0.03345459125468825	KDM6A, HDAC2, TFE3, NFATC4, MBD2, TCF7L2	86	355	16881	3.3175892564690463	0.9993350540083416	0.45645913936185223	35.04920617889721
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	6	6.741573033707865	0.03492001603975782	USP28, PDS5B, TP53, TCF7L2, DAZAP1, LARP1	84	366	16792	3.277127244340359	0.9999999999999127	0.6329837490131023	42.28268461434557
BIOCARTA	h_egfPathway:EGF Signaling Pathway	3	3.3707865168539324	0.038213245967109455	MAP3K1, MAP2K4, RASA1	20	27	1625	9.027777777777777	0.9461842536735747	0.5183546831656973	33.56281829063123
GOTERM_BP_DIRECT	GO:1903351~cellular response to dopamine	2	2.247191011235955	0.03887323980380543	SIN3A, HDAC2	84	8	16792	49.976190476190474	0.9999999999999973	0.6610942713995607	45.83214970015468
KEGG_PATHWAY	hsa05214:Glioma	3	3.3707865168539324	0.040627727238050554	CDKN2A, TP53, RB1	35	65	6879	9.071208791208791	0.9788745426631469	0.21422106442090383	36.495463784583094
GOTERM_CC_DIRECT	GO:0044666~MLL3/4 complex	2	2.247191011235955	0.04073585922868005	KMT2D, KDM6A	85	9	18224	47.64444444444444	0.9963553288766068	0.3507151680347437	38.5886194317681
BIOCARTA	h_pdgfPathway:PDGF Signaling Pathway	3	3.3707865168539324	0.040868601379294864	MAP3K1, MAP2K4, RASA1	20	28	1625	8.705357142857142	0.9562620787365015	0.4652243457806262	35.46282043274173
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	6	6.741573033707865	0.04120560275331983	RPS6KA3, CDKN2A, MAP3K1, TP53, CTNND1, TCF7L2	86	376	16881	3.1322983671449776	0.9998822448734127	0.5013823141722803	41.35414018985103
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	7	7.865168539325842	0.04140184261347779	ZNF292, BMPR2, TP53, ZNF750, NFATC4, NCOR1, WT1	84	513	16792	2.727745289148798	0.9999999999999997	0.6730228949880741	47.99429672713866
SMART	SM00715:LA	2	2.247191011235955	0.042376465843571354	LARP4B, LARP1	63	7	10057	45.609977324263035	0.9686970804143507	0.8230736888259709	36.89279405504677
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	6	6.741573033707865	0.04281519167502219	ASXL2, ZC3H13, ZC3H18, YTHDC2, ARID1B, RNF111	88	441	20063	3.101886209029066	0.9999999974290102	0.6468981295810936	46.26996203931917
SMART	SM00398:HMG	3	3.3707865168539324	0.04359609640273885	KMT2D, PBRM1, TCF7L2	63	54	10057	8.868606701940035	0.9717312110888298	0.6953725271615752	37.74203564621639
GOTERM_BP_DIRECT	GO:0034393~positive regulation of smooth muscle cell apoptotic process	2	2.247191011235955	0.04362619029868315	CDKN2A, MAP2K4	84	9	16792	44.423280423280424	1.0	0.681313242286484	49.829277451458346
GOTERM_BP_DIRECT	GO:0048096~chromatin-mediated maintenance of transcription	2	2.247191011235955	0.04362619029868315	ARID1A, ARID1B	84	9	16792	44.423280423280424	1.0	0.681313242286484	49.829277451458346
BIOCARTA	h_g1Pathway:Cell Cycle: G1/S Check Point 	3	3.3707865168539324	0.04638462313124649	CDKN2A, TP53, RB1	20	30	1625	8.124999999999998	0.9716212408152045	0.4477120507988186	39.25348929014443
BIOCARTA	h_tnfr1Pathway:TNFR1 Signaling Pathway	3	3.3707865168539324	0.04638462313124649	MAP3K1, MAP2K4, RB1	20	30	1625	8.124999999999998	0.9716212408152045	0.4477120507988186	39.25348929014443
UP_SEQ_FEATURE	domain:MBD	2	2.247191011235955	0.04669025806694497	MBD6, MBD2	88	11	20063	41.45247933884298	0.9999999995890565	0.6606177664812563	49.27673614115006
KEGG_PATHWAY	hsa05218:Melanoma	3	3.3707865168539324	0.0476590650730577	CDKN2A, TP53, RB1	35	71	6879	8.304627766599598	0.9893414517291444	0.2344347031365528	41.40902733039679
GOTERM_BP_DIRECT	GO:0001893~maternal placenta development	2	2.247191011235955	0.0483559183675278	BMPR2, DAZAP1	84	10	16792	39.98095238095238	1.0	0.7086626393683364	53.53166385818129
INTERPRO	IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site	3	3.3707865168539324	0.04850336605803318	USP28, USP35, USP43	87	76	18559	8.42059891107078	0.9999906912641808	0.5628454022923277	47.20420665023438
GOTERM_MF_DIRECT	GO:0036459~thiol-dependent ubiquitinyl hydrolase activity	3	3.3707865168539324	0.04853903102627307	USP28, USP35, USP43	86	70	16881	8.412458471760797	0.9999774025146575	0.5342561263320836	46.795528205493156
UP_KEYWORDS	Dioxygenase	3	3.3707865168539324	0.04921131087712632	KDM6A, TET2, KDM5C	89	83	20581	8.358332205225395	0.9991874596656396	0.2316664240092141	44.907779881443275
GOTERM_MF_DIRECT	GO:0042975~peroxisome proliferator activated receptor binding	2	2.247191011235955	0.049239566751856104	ASXL2, NFATC4	86	10	16881	39.25813953488372	0.9999807120321544	0.5150625048247117	47.29020119804088
GOTERM_MF_DIRECT	GO:0033558~protein deacetylase activity	2	2.247191011235955	0.049239566751856104	SIN3A, HDAC2	86	10	16881	39.25813953488372	0.9999807120321544	0.5150625048247117	47.29020119804088
INTERPRO	IPR016177:DNA-binding, integrase-type	2	2.247191011235955	0.049820953305841055	MBD6, MBD2	87	11	18559	38.785788923719956	0.9999932598486133	0.5478894479271856	48.135769263843265
INTERPRO	IPR001739:Methyl-CpG DNA binding	2	2.247191011235955	0.049820953305841055	MBD6, MBD2	87	11	18559	38.785788923719956	0.9999932598486133	0.5478894479271856	48.135769263843265
INTERPRO	IPR019787:Zinc finger, PHD-finger	3	3.3707865168539324	0.05197376723577321	KMT2D, PHF14, KDM5C	87	79	18559	8.100829332169358	0.9999960267794177	0.5403297285162074	49.62529761084327
BIOCARTA	h_fasPathway:FAS signaling pathway ( CD95 )	3	3.3707865168539324	0.05216260551687744	MAP3K1, MAP2K4, RB1	20	32	1625	7.617187499999999	0.9820097209267201	0.4367260067096034	43.007113642253536
UP_KEYWORDS	GTPase activation	4	4.49438202247191	0.05246856881220443	NF1, SRGAP3, ARHGAP35, RASA1	89	197	20581	4.695374436776365	0.9994991575334579	0.23768900496026135	47.096634192752
GOTERM_BP_DIRECT	GO:0003181~atrioventricular valve morphogenesis	2	2.247191011235955	0.05306253609837152	BMPR2, ZFPM1	84	11	16792	36.34632034632035	1.0	0.7322977818583167	56.96102695237841
INTERPRO	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	3	3.3707865168539324	0.05314988803100147	USP28, USP35, USP43	87	80	18559	7.999568965517241	0.9999970247208143	0.5269430846900983	50.42229127857342
UP_KEYWORDS	Chromosomal rearrangement	5	5.617977528089887	0.05505663330226331	ASXL2, TFE3, SRGAP3, ROBO2, WT1	89	334	20581	3.4617842965753884	0.9996594231844032	0.2406863456006988	48.778720270859786
INTERPRO	IPR008271:Serine/threonine-protein kinase, active site	5	5.617977528089887	0.057027815998396056	RPS6KA3, EIF2AK1, MAP3K1, MAP2K4, TTK	87	312	18559	3.418619216033009	0.9999988564912053	0.5323701828883747	52.96851715654223
GOTERM_BP_DIRECT	GO:0090399~replicative senescence	2	2.247191011235955	0.057746155044414535	CDKN2A, TP53	84	12	16792	33.317460317460316	1.0	0.7528582712877757	60.13748562749521
GOTERM_CC_DIRECT	GO:0005667~transcription factor complex	4	4.49438202247191	0.059772484683130116	SIN3A, MED23, NFATC4, ZFPM1	85	193	18224	4.443523316062176	0.999756527944418	0.4480633630306464	51.44980072740356
KEGG_PATHWAY	hsa05168:Herpes simplex infection	4	4.49438202247191	0.060679161251278	EIF2AK1, TP53, HLA-A, NXF1	35	183	6879	4.296018735362997	0.997037229429076	0.2763329829514879	49.60572182851553
GOTERM_BP_DIRECT	GO:0016032~viral process	5	5.617977528089887	0.060755468866498186	FBXW7, TP53, HLA-A, NXF1, RB1	84	299	16792	3.342888995062908	1.0	0.7614452422045456	62.06123831474009
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	5	5.617977528089887	0.0613538045888148	CDKN2A, ADAMTSL4, NF1, TP53, WT1	84	300	16792	3.3317460317460315	1.0	0.7557660709315971	62.433233155995026
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	7	7.865168539325842	0.06156632249984935	RPS6KA3, CDKN2A, ADAMTSL4, MAP3K1, MAP2K4, TP53, RB1	84	567	16792	2.467960023515579	1.0	0.7480176789124612	62.56453583135772
GOTERM_BP_DIRECT	GO:0060413~atrial septum morphogenesis	2	2.247191011235955	0.062406886222349175	BMPR2, ZFPM1	84	13	16792	30.754578754578752	1.0	0.744079691925263	63.07967729826438
GOTERM_CC_DIRECT	GO:0071565~nBAF complex	2	2.247191011235955	0.0626538136210352	ARID1A, ARID1B	85	14	18224	30.628571428571426	0.9998391199227266	0.4414010036214485	53.16570121877906
GOTERM_CC_DIRECT	GO:0000800~lateral element	2	2.247191011235955	0.0626538136210352	BRCA2, SYCP2	85	14	18224	30.628571428571426	0.9998391199227266	0.4414010036214485	53.16570121877906
INTERPRO	IPR023152:Ras GTPase-activating protein, conserved site	2	2.247191011235955	0.06297732580410861	NF1, RASA1	87	14	18559	30.474548440065682	0.9999997383183136	0.5496325264277859	56.64140145995725
UP_SEQ_FEATURE	domain:Ras-GAP	2	2.247191011235955	0.06312869112446517	NF1, RASA1	88	15	20063	30.398484848484852	0.9999999999998418	0.754277794653814	60.374968245893655
GOTERM_BP_DIRECT	GO:0060070~canonical Wnt signaling pathway	3	3.3707865168539324	0.06352174244977898	KDM6A, BCL9L, TCF7L2	84	83	16792	7.225473321858863	1.0	0.7418457115037604	63.75269511783506
GOTERM_CC_DIRECT	GO:0000785~chromatin	3	3.3707865168539324	0.06354657774068226	PDS5B, RB1, STAG2	85	89	18224	7.226966292134831	0.9998585397404899	0.4253351244595166	53.68599545515892
INTERPRO	IPR001965:Zinc finger, PHD-type	3	3.3707865168539324	0.06414816875704352	KMT2D, PHF14, KDM5C	87	89	18559	7.190623789228981	0.9999998044521622	0.538084377391453	57.332295801000434
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	13	14.606741573033707	0.06554396093430152	ASXL2, ATRX, KMT2D, SIN3A, BCORL1, TP53, ADNP, MGA, CTNND1, PBRM1, MED23, SETD2, WT1	84	1504	16792	1.7279002026342454	1.0	0.7447465466853767	64.94427809422176
SMART	SM00391:MBD	2	2.247191011235955	0.06579306175554264	MBD6, MBD2	63	11	10057	29.024531024531022	0.9956803647812013	0.7436332083568156	51.496214590419186
GOTERM_CC_DIRECT	GO:0016607~nuclear speck	4	4.49438202247191	0.06584681224723189	ZC3H13, WAC, NXF1, WT1	85	201	18224	4.266666666666667	0.9998985052635553	0.41778295869200477	55.00228451964031
GOTERM_CC_DIRECT	GO:0031235~intrinsic component of the cytoplasmic side of the plasma membrane	2	2.247191011235955	0.06697765105602249	NF1, RASA1	85	15	18224	28.586666666666666	0.9999138160693373	0.4054473079747031	55.63676904840038
UP_SEQ_FEATURE	domain:Post-SET	2	2.247191011235955	0.06719432380142203	KMT2D, SETD2	88	16	20063	28.498579545454547	0.9999999999999778	0.7604776385648098	62.74737497491534
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	6	6.741573033707865	0.06726759101722123	ZMYM4, MED23, ARID1A, RB1, TCF7L2, WT1	84	441	16792	2.7197926789763525	1.0	0.7459098210229587	65.93089297681378
GOTERM_BP_DIRECT	GO:0001822~kidney development	3	3.3707865168539324	0.06758947442617688	ROBO2, TET2, WT1	84	86	16792	6.973421926910298	1.0	0.7396073512397687	66.11223808985409
KEGG_PATHWAY	hsa05215:Prostate cancer	3	3.3707865168539324	0.06972300385535522	TP53, RB1, TCF7L2	35	88	6879	6.7003246753246755	0.998795124387437	0.29795430641500675	54.6702363395856
UP_KEYWORDS	Ubl conjugation pathway	7	7.865168539325842	0.07113183395935355	USP28, FBXW7, CDKN2A, TRIM17, USP35, USP43, RNF111	89	680	20581	2.3804857898215466	0.9999696942419319	0.2930573692066306	58.17672853621549
INTERPRO	IPR001936:Ras GTPase-activating protein	2	2.247191011235955	0.07164804717744135	NF1, RASA1	87	16	18559	26.66522988505747	0.9999999700050125	0.561707314303282	61.522537327443374
INTERPRO	IPR003616:Post-SET domain	2	2.247191011235955	0.07164804717744135	KMT2D, SETD2	87	16	18559	26.66522988505747	0.9999999700050125	0.561707314303282	61.522537327443374
GOTERM_BP_DIRECT	GO:0030330~DNA damage response, signal transduction by p53 class mediator	2	2.247191011235955	0.07166012670200113	ATRX, TP53	84	15	16792	26.65396825396825	1.0	0.7528892259133013	68.32904796447174
UP_SEQ_FEATURE	cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO)	3	3.3707865168539324	0.07248855801610354	TP53, TCF7L2, WT1	88	102	20063	6.705548128342246	0.9999999999999983	0.772095591640577	65.63899693002348
GOTERM_MF_DIRECT	GO:0070742~C2H2 zinc finger domain binding	2	2.247191011235955	0.07295297850810546	MBD2, WT1	86	15	16881	26.172093023255815	0.9999999154956581	0.638648435831586	61.737348651990345
UP_KEYWORDS	Alternative initiation	3	3.3707865168539324	0.07317292486779386	PHF14, CTNND1, WT1	89	104	20581	6.670592048401037	0.9999777761947102	0.2922214960174524	59.24963056296433
UP_KEYWORDS	Disease mutation	17	19.101123595505616	0.07328053925705741	KMT2D, FAM111B, NF1, BMPR2, TP53, BRCA2, MED23, RB1, WT1, ATRX, RPS6KA3, CDKN2A, XYLT2, ROBO2, PTCH1, RASA1, KDM5C	89	2550	20581	1.5416479400749064	0.9999781370923011	0.2849014909771518	59.30549272724055
BIOCARTA	h_fcer1Pathway:Fc Epsilon Receptor I Signaling in Mast Cells	3	3.3707865168539324	0.0742538764536433	MAP3K1, MAP2K4, NFATC4	20	39	1625	6.25	0.9969317364374369	0.5148661450453038	55.50296279106848
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	6	6.741573033707865	0.07469744930422095	RPS6KA3, SIN3A, HDAC2, TP53, SYCP2, WT1	84	455	16792	2.6361067503924644	1.0	0.7601640086485464	69.89394702784088
INTERPRO	IPR000719:Protein kinase, catalytic domain	6	6.741573033707865	0.07567927932037402	RPS6KA3, EIF2AK1, MAP3K1, MAP2K4, BMPR2, TTK	87	487	18559	2.628195142675069	0.9999999891185569	0.5654585549837143	63.614684948352426
